Name,Surname,Country,Job,Age,Experience,Salary
Henry,Espinoza,Central African Republic,Research scientist (physical sciences),30,3,63959
Samuel,Blackburn,Nepal,Oncologist,48,11,30947
Stephanie,Fernandez,Palau,Freight forwarder,39,2,64784
Steven,Williams,Nigeria,Claims inspector/assessor,55,11,62747
Sean,Hoffman,Aruba,"Scientist, product/process development",48,2,57317
Jennifer,Schmidt,Bermuda,Clinical cytogeneticist,42,11,35114
Alexander,Rose,Comoros,Patent attorney,25,13,42678
Nathan,Mendez,Bangladesh,"Surveyor, commercial/residential",49,15,82501
Cheryl,Blevins,Saint Pierre and Miquelon,Garment/textile technologist,39,1,50285
Loretta,Lopez,Costa Rica,Airline pilot,45,6,83228
Autumn,Hall,New Zealand,Optometrist,39,13,88560
Rachel,Garcia,Guatemala,"Social research officer, government",40,12,34871
George,White,Heard Island and McDonald Islands,Personnel officer,60,8,95606
Angelica,Smith,Maldives,Catering manager,57,1,65293
Teresa,Neal,Slovenia,Occupational hygienist,29,10,94159
Brenda,Harris,Georgia,Community education officer,35,4,64809
Michelle,Smith,Guatemala,"Loss adjuster, chartered",30,8,86561
Wendy,James,Portugal,"Engineer, technical sales",44,12,56582
Alexis,Hernandez,Thailand,Electronics engineer,55,11,38169
Christopher,Taylor,Bulgaria,Product designer,58,8,71372
Melissa,Fuller,Bhutan,"Designer, graphic",31,2,76247
Jennifer,Brown,El Salvador,"Psychologist, prison and probation services",36,7,37329
Victor,King,French Southern Territories,Race relations officer,60,2,62141
Brittany,Freeman,Uruguay,Chief Technology Officer,57,8,68290
Christopher,Walker,Albania,Firefighter,33,10,43511
Heather,Thomas,American Samoa,Historic buildings inspector/conservation officer,25,9,39994
Jennifer,Hubbard,Paraguay,Chartered certified accountant,36,12,77890
Matthew,Bush,Guam,"Sound technician, broadcasting/film/video",41,2,71364
Joseph,Mcintosh,Netherlands,"Psychologist, sport and exercise",46,14,68655
Judy,Hernandez,Canada,"Optician, dispensing",32,14,75683
Gabriella,Galvan,Slovakia (Slovak Republic),"Therapist, nutritional",55,10,48567
Lisa,Hardy,Malta,Futures trader,29,5,76883
Richard,Baker,Korea,"Designer, graphic",43,4,35417
Julie,Reyes,Afghanistan,"Accountant, chartered public finance",26,11,38680
Kyle,Johnson,Palau,"Pharmacist, hospital",51,5,48527
Thomas,Harrison,Mauritania,Games developer,43,9,47055
Ashley,Bates,Togo,Communications engineer,43,2,82365
Jeffrey,Morris,Heard Island and McDonald Islands,Nutritional therapist,47,10,62384
Vincent,Ward,Maldives,Electrical engineer,55,4,64954
Heather,Atkinson,Antarctica (the territory South of 60 deg S),Therapeutic radiographer,33,7,77299
Christopher,Johnson,Rwanda,"Surveyor, insurance",52,2,81822
Kristin,Johnson,French Guiana,Visual merchandiser,55,7,33481
Valerie,Woods,Ethiopia,Warehouse manager,50,12,87805
Christine,Porter,Guyana,Chief of Staff,41,8,33804
Stephen,Burke,French Polynesia,Adult guidance worker,50,4,86556
Julia,Leon,Kiribati,Sales executive,49,7,96980
Catherine,Strong,Antigua and Barbuda,Pension scheme manager,43,11,37649
Danielle,Gray,Netherlands,Garment/textile technologist,37,1,95194
Gina,Harris,Nicaragua,"Teacher, adult education",30,9,42500
Christopher,Webster,Maldives,"Designer, graphic",44,6,68615
William,Torres,Egypt,Water quality scientist,49,10,45039
Sherri,Phillips,Latvia,Trade union research officer,52,15,38372
Kayla,Snyder,Pakistan,Medical secretary,57,1,46064
Christina,Cooper,Tanzania,Dietitian,51,10,96793
John,Sherman,Malawi,IT technical support officer,53,11,77005
Hailey,Doyle,Tunisia,"Journalist, broadcasting",52,12,89841
Eugene,Cole,Thailand,Careers information officer,45,5,46180
Samuel,Watson,Barbados,Civil Service administrator,32,10,97197
Carlos,Bender,Philippines,Artist,58,5,55484
Derek,Miller,Greenland,"Loss adjuster, chartered",59,10,78745
Eric,Brock,Myanmar,"Buyer, retail",32,15,78898
Rebecca,Marquez,Angola,"Scientist, audiological",45,14,66787
Laurie,Wood,Vanuatu,Public relations officer,50,15,94603
Kelly,Moore,Reunion,Financial planner,25,9,87313
Holly,Caldwell,Angola,Building control surveyor,37,2,92519
Justin,Collins,Turkmenistan,"Buyer, retail",54,13,72039
Frances,Morales,Australia,Conference centre manager,52,9,53412
Annette,Farrell,New Zealand,Counsellor,53,5,93851
Joshua,Waller,Albania,"Surveyor, rural practice",44,1,94351
Ian,Herman,Oman,Private music teacher,45,8,78833
Carl,Garcia,Antigua and Barbuda,"Nurse, children's",54,11,67910
Donna,Hernandez,Congo,"Geneticist, molecular",38,6,56036
Zachary,Stevens,New Zealand,Electrical engineer,44,12,51999
Kathryn,Ferguson,Hong Kong,IT technical support officer,31,13,63468
William,Hood,Turks and Caicos Islands,Health and safety adviser,59,3,38646
Mike,Perry,Romania,Manufacturing systems engineer,38,10,67628
Jonathan,Harris,British Virgin Islands,Homeopath,44,5,67594
Ana,Henderson,Spain,Systems developer,42,12,41154
Patricia,Morgan,Trinidad and Tobago,Patent examiner,47,6,53298
Jack,Fisher,Comoros,Clinical psychologist,58,2,60426
Rachel,Baldwin,Malawi,Chartered management accountant,49,7,67870
Michele,Parker,Germany,Geographical information systems officer,31,4,57205
Darryl,Mejia,South Africa,"Psychologist, counselling",32,12,32150
Daniel,Cameron,Kenya,Psychotherapist,58,12,53323
Kevin,Mitchell,Mali,Trading standards officer,48,9,59510
Amy,Montgomery,Latvia,Occupational psychologist,47,11,68617
Lori,Baker,Equatorial Guinea,Textile designer,32,10,75663
Kelly,Lindsey,Bermuda,Comptroller,44,12,57010
Daniel,Scott,Congo,Leisure centre manager,30,9,53191
Michael,Smith,Israel,Illustrator,36,7,51968
Dana,Guerrero,Central African Republic,Computer games developer,30,11,32654
Dawn,James,Liechtenstein,Media buyer,36,6,61531
Lisa,Davis,Korea,Licensed conveyancer,52,7,86028
Katherine,Gillespie,Ecuador,Retail manager,44,13,50272
Jeanette,Brown,Congo,Curator,55,10,81441
Julie,Johnson,Seychelles,Corporate investment banker,50,9,75536
Peter,Schwartz,Papua New Guinea,Photographer,59,13,52377
Richard,Armstrong,French Guiana,Chief Financial Officer,59,4,87804
John,Martin,Solomon Islands,"Engineer, electronics",41,15,52743
Alexander,Gregory,Switzerland,"Pilot, airline",43,11,89712
April,Perry,Chad,Physiotherapist,49,14,46374
Teresa,Simmons,Hong Kong,Print production planner,41,7,51977
David,Sutton,Chad,"Social research officer, government",27,12,61949
Derrick,Crawford,Turkmenistan,"Teacher, music",53,2,40899
Deanna,Hampton,Cayman Islands,Pension scheme manager,47,12,42306
Kimberly,Dean,Dominican Republic,Retail merchandiser,48,12,89584
Ann,Todd,Portugal,Television production assistant,39,10,69886
Corey,Marshall,Wallis and Futuna,Customer service manager,56,5,60389
Edward,Reed,Egypt,Chief Strategy Officer,45,14,45281
David,Adams,Cocos (Keeling) Islands,Horticultural therapist,57,3,94509
Allison,Harris,Luxembourg,Theatre stage manager,38,2,75530
Derek,Berry,Greenland,"Engineer, manufacturing",35,7,91436
Victoria,Brown,Lesotho,Occupational psychologist,29,4,35572
Christopher,Jimenez,Hungary,"Engineer, agricultural",58,1,67417
Juan,Martinez,Tokelau,Environmental consultant,44,14,65943
Christopher,Brown,Sierra Leone,Magazine features editor,48,2,67139
Brandi,George,Bosnia and Herzegovina,"Administrator, arts",28,13,62178
Russell,Madden,Brunei Darussalam,English as a second language teacher,34,7,95053
Timothy,House,Guinea-Bissau,Tree surgeon,37,2,83735
Luke,Neal,United States Virgin Islands,Purchasing manager,48,5,30845
Maria,Diaz,Dominican Republic,"Surveyor, rural practice",52,12,46865
Jason,Mcdowell,Bahrain,Newspaper journalist,56,9,52540
James,Sullivan,Denmark,Petroleum engineer,49,4,64875
Joshua,Hensley,Martinique,Seismic interpreter,40,9,71055
Rebecca,Wiggins,Reunion,Health visitor,41,3,84810
Rebecca,Watson,Nigeria,"Education officer, museum",48,7,57350
Michelle,Shea,Sudan,"Designer, exhibition/display",25,6,63520
Dawn,Davis,Saint Martin,"Investment banker, corporate",31,2,75318
Shelby,Alvarez,Iceland,Publishing rights manager,49,6,84175
Cynthia,Fox,Haiti,"Scientist, research (medical)",31,14,40583
Sean,Phillips,Burundi,Hotel manager,53,7,42310
James,Page,Costa Rica,Tour manager,35,2,52678
Andres,Andersen,Macao,"Civil engineer, contracting",25,15,83782
Samantha,Watson,Seychelles,Curator,39,12,44586
Katherine,Wright,Lesotho,Chief Technology Officer,56,3,93294
Stephen,Watkins,Jamaica,Land/geomatics surveyor,39,2,95134
Matthew,Moore,Antarctica (the territory South of 60 deg S),Public relations account executive,31,9,78505
Leslie,Coffey,Zambia,Systems analyst,58,5,69603
Cameron,Mcdonald,Lesotho,Applications developer,59,15,60008
Gregory,Bean,Portugal,Heritage manager,60,14,93428
Nicholas,Mays,Armenia,"Engineer, building services",27,7,53601
Susan,Walker,Bulgaria,"Lecturer, higher education",26,15,60555
Brandon,Mclean,Iraq,Cabin crew,27,13,34973
Michelle,Garcia,United Arab Emirates,Media buyer,53,12,76130
Monica,Mack,Saint Pierre and Miquelon,Camera operator,40,4,38793
Amanda,Elliott,India,Physiological scientist,59,10,62513
Bryan,Benton,Bahamas,Mining engineer,38,4,99319
Lori,Kelly,Costa Rica,"Teacher, secondary school",60,15,94779
Jeffrey,Wright,Trinidad and Tobago,Corporate investment banker,31,2,72795
Lauren,Lloyd,Dominican Republic,"Education officer, community",26,15,54145
Alan,Cisneros,United Arab Emirates,Printmaker,49,8,92991
Sara,Barton,Cote d'Ivoire,"Surveyor, mining",49,12,97107
Crystal,Fuller,Holy See (Vatican City State),Theatre stage manager,60,15,47446
Howard,Baker,Cote d'Ivoire,Petroleum engineer,39,12,77177
Michelle,Rodgers,Christmas Island,"Designer, television/film set",26,10,64490
Vicki,Brown,Japan,Maintenance engineer,28,10,57395
Whitney,Guzman,Timor-Leste,"Teacher, special educational needs",48,8,50409
Shane,Willis,Slovenia,"Surveyor, building",36,15,41633
Sheila,Hanson,Korea,Primary school teacher,41,12,65525
Brandon,Robinson,Reunion,Charity fundraiser,41,10,31308
Todd,Foster,Russian Federation,Automotive engineer,34,11,60928
Ryan,Martin,Dominican Republic,Dealer,32,9,42499
Daniel,Gutierrez,Fiji,Commercial art gallery manager,48,8,68255
Lisa,Cobb,Montserrat,Tax adviser,29,8,90611
Gregory,Jackson,Anguilla,Police officer,49,4,60689
Karen,Green,Namibia,"Administrator, arts",54,13,40094
Sherry,Williams,Namibia,Lobbyist,33,5,30051
Gregory,Smith,Korea,Pensions consultant,57,3,89362
Eric,Hall,Israel,"Scientist, product/process development",33,1,84767
Mariah,Suarez,Venezuela,Purchasing manager,29,8,63854
Tony,White,Spain,Air traffic controller,28,7,99503
Katrina,Hays,Russian Federation,Dance movement psychotherapist,49,4,43656
Nicholas,Bryan,Colombia,Energy manager,42,4,44857
Spencer,Gilbert,Trinidad and Tobago,"Presenter, broadcasting",44,1,78953
Kelly,Yoder,Singapore,Patent examiner,46,14,74629
Brian,Hobbs,British Virgin Islands,Visual merchandiser,60,2,37151
Mark,Shannon,Thailand,Photographer,40,10,96783
Douglas,Zamora,Anguilla,Tour manager,32,13,36143
Janice,Robinson,Kazakhstan,"Engineer, site",40,14,51939
Matthew,Shaw,Comoros,Advertising copywriter,25,2,61587
Jennifer,Thomas,Brazil,"Radiographer, therapeutic",55,14,39817
Danielle,Goodwin,North Macedonia,Medical physicist,51,7,61059
Daniel,Martinez,Fiji,"Scientist, clinical (histocompatibility and immunogenetics)",54,2,79023
Steven,Maxwell,Rwanda,"Engineer, maintenance",39,3,62002
Daniel,Ross,Mauritania,Architect,52,11,58833
Courtney,White,Mexico,"Solicitor, Scotland",33,8,94858
Courtney,Mclaughlin,British Virgin Islands,"Lighting technician, broadcasting/film/video",44,1,92232
Alyssa,Armstrong,Puerto Rico,Agricultural consultant,40,13,37549
Christopher,Brown,Central African Republic,Chartered legal executive (England and Wales),37,3,42041
Ricky,Martinez,Monaco,Hydrogeologist,49,2,64529
Richard,Brooks,Cook Islands,Chiropractor,33,10,32514
Adam,Fernandez,Guyana,Aid worker,34,7,96371
Robert,Carter,Monaco,Actuary,30,6,80199
Bradley,Jackson,South Georgia and the South Sandwich Islands,Museum education officer,44,15,62772
Steven,Bell,Nauru,Prison officer,43,8,91715
Alexis,Williams,Guadeloupe,Music tutor,51,10,63077
Shannon,Wood,Latvia,"Presenter, broadcasting",43,11,55490
Shelley,Fry,Brazil,Learning mentor,44,13,71040
Charlene,Henry,Wallis and Futuna,Maintenance engineer,49,9,53983
Brandon,Brown,Philippines,Radio broadcast assistant,43,3,79208
Michelle,Hardin,Niger,Chief Operating Officer,58,12,94268
Cheryl,Mills,Faroe Islands,Hospital doctor,56,9,98781
Janet,Medina,Nauru,Equities trader,44,10,53883
William,Woodard,Reunion,Banker,60,4,48015
Sabrina,Underwood,Liberia,Furniture designer,55,3,89810
Carol,Reyes,Guadeloupe,"Engineer, structural",37,15,72405
Shannon,Brown,Singapore,"Embryologist, clinical",35,10,91623
Karen,Lane,Cuba,"Journalist, newspaper",46,5,58874
Kara,Harmon,Western Sahara,"Restaurant manager, fast food",55,4,91853
Kirk,Martinez,Martinique,Manufacturing engineer,26,5,88219
Jeffery,Doyle,Lebanon,Clinical molecular geneticist,50,1,92572
Lawrence,Davis,Saint Kitts and Nevis,Intelligence analyst,29,13,54135
John,Johnson,Zambia,"Therapist, sports",34,1,71922
Eric,Nguyen,Somalia,Photographer,41,1,30794
Todd,Simpson,Luxembourg,Physiotherapist,52,2,94690
Lisa,Oconnor,Lebanon,Insurance account manager,31,15,48218
Derek,Hall,Liberia,Database administrator,42,10,81579
Steven,Young,Chad,Dentist,28,3,54996
Glenda,Maxwell,Samoa,"Engineer, civil (contracting)",36,11,72466
Laura,Keith,Equatorial Guinea,"Research officer, government",54,11,49638
Michelle,Cummings,Kyrgyz Republic,"Engineer, chemical",44,10,69150
Michael,Reed,Hong Kong,Veterinary surgeon,57,13,31209
Melissa,Stanley,Romania,Paramedic,46,12,69406
Brian,Wells,Maldives,Operational researcher,47,6,42067
Raven,Gonzalez,Barbados,Travel agency manager,50,4,92103
Christina,Andrews,French Polynesia,"Engineer, electronics",34,8,70247
Alicia,Kemp,Brazil,Camera operator,49,1,95509
Alexander,Kelly,Norway,Chief Financial Officer,46,15,69255
Stacie,Watts,Yemen,Chief Operating Officer,60,1,51850
Charles,Mcclure,Cook Islands,Freight forwarder,27,11,54792
Nicole,White,Norway,Town planner,43,2,77983
Lisa,Ali,Finland,Town planner,41,13,37704
Frank,Smith,Latvia,Waste management officer,53,11,43443
Haley,Carey,Rwanda,Building control surveyor,29,1,73602
Rachel,Owen,Netherlands Antilles,Stage manager,45,1,34881
Christopher,Brennan,Reunion,"Conservator, museum/gallery",53,4,91416
Nancy,Holder,Gabon,Print production planner,33,7,57666
Mary,Richards,Swaziland,Public librarian,60,7,87661
Randall,Matthews,Suriname,"Loss adjuster, chartered",35,12,42787
Cindy,Simmons,Spain,Print production planner,47,4,46048
Sherri,Crosby,Myanmar,Medical sales representative,39,13,95625
Nicholas,Mitchell,Estonia,Medical technical officer,57,7,92832
Maria,Moreno,Qatar,Chartered public finance accountant,52,4,77479
Alan,Perez,Myanmar,Quantity surveyor,25,14,31669
Sharon,Price,Turkmenistan,"Designer, television/film set",39,6,90268
Kevin,Baker,Sri Lanka,Statistician,25,14,39478
Stephanie,Young,Mexico,Broadcast journalist,40,15,54877
Joel,Rogers,Burkina Faso,Insurance underwriter,42,1,99514
Tracy,Ochoa,United Kingdom,Music tutor,46,12,76427
Joann,Palmer,Iran,Financial controller,53,9,57432
Robert,Hudson,French Polynesia,Facilities manager,53,10,58429
Nicole,Hoffman,Norway,Medical secretary,36,11,82244
Christina,Ortega,Hungary,Customer service manager,38,8,77843
Tammy,Matthews,Ukraine,Site engineer,58,7,82253
Gina,Hernandez,Nepal,Artist,47,3,72023
Scott,Hunter,Indonesia,"Surveyor, rural practice",56,5,42730
Mitchell,Duarte,Austria,Careers adviser,35,9,61977
Philip,Davis,Pakistan,Corporate investment banker,49,9,61645
Angel,Kelly,Uruguay,Transport planner,60,7,65478
Kyle,Jones,Israel,Interpreter,54,4,51567
Dale,Walker,Costa Rica,Fitness centre manager,36,15,44061
Kelli,Collins,Qatar,Medical physicist,55,15,76675
Jay,Murphy,Eritrea,Exercise physiologist,47,6,68832
Lucas,Jones,Bouvet Island (Bouvetoya),Commercial art gallery manager,55,15,89937
Paul,Fields,French Polynesia,"Lighting technician, broadcasting/film/video",28,9,70009
Mark,West,Romania,Theatre manager,57,2,69492
Monique,Salazar,Montserrat,Drilling engineer,47,9,43409
Michele,Young,Guyana,"Therapist, sports",34,6,68009
Lindsay,Sanchez,Myanmar,"Teacher, primary school",53,10,92222
Michael,Murray,Belarus,"Sound technician, broadcasting/film/video",56,4,74566
Shane,Parker,Burkina Faso,"Accountant, chartered public finance",54,12,49350
Kayla,Thompson,Israel,Tourist information centre manager,35,5,38197
Douglas,Martinez,Puerto Rico,Midwife,54,5,41242
Emily,Alvarez,Maldives,Museum/gallery curator,55,6,32695
James,Garcia,El Salvador,"Engineer, energy",35,12,52280
William,Schneider,Korea,Ergonomist,29,15,63197
Tiffany,Gray,Thailand,Video editor,26,15,81478
Angela,Walter,Libyan Arab Jamahiriya,Building control surveyor,54,8,48389
Kelsey,Chung,Morocco,Barrister's clerk,48,8,91616
Catherine,Owens,Japan,Secondary school teacher,30,11,36953
Michelle,Duarte,Kenya,Sales executive,26,8,61185
Jane,Spencer,San Marino,Advertising account executive,32,4,96929
Anthony,Brown,Holy See (Vatican City State),Associate Professor,29,9,78605
Matthew,Huff,Finland,Oncologist,47,14,38589
Richard,Vargas,Turkmenistan,Multimedia specialist,58,10,62530
Amanda,Cox,Chile,Secretary/administrator,54,12,89093
Katelyn,Yu,Turks and Caicos Islands,"Optician, dispensing",35,2,59561
John,Ewing,Azerbaijan,Diplomatic Services operational officer,39,8,31080
Gary,Pham,Eritrea,Metallurgist,26,5,93494
Laurie,Fitzpatrick,Austria,Commercial/residential surveyor,45,2,63725
Brenda,Norman,India,Restaurant manager,37,14,83856
Amy,Watson,Bulgaria,Counsellor,34,4,41314
John,Cunningham,Saint Barthelemy,Public house manager,34,15,54993
Daniel,Dodson,Bosnia and Herzegovina,Chartered public finance accountant,54,1,52613
Kelly,Robinson,Bahrain,Teaching laboratory technician,57,13,82727
Ryan,Marks,Syrian Arab Republic,Product/process development scientist,60,4,77911
Michael,Brown,Kiribati,"Journalist, magazine",36,2,61391
Russell,Mueller,Saint Helena,Public relations account executive,30,14,55007
Brittany,Ramsey,Cape Verde,Podiatrist,60,11,39023
James,Cole,Finland,Air broker,28,1,71332
John,Oliver,Burkina Faso,Training and development officer,36,8,44631
Jeremy,Mcbride,Northern Mariana Islands,"Radiographer, diagnostic",51,1,73550
Steven,Brown,Greece,"Pharmacist, hospital",35,7,93455
Jeffrey,Hawkins,Venezuela,Early years teacher,47,3,58386
Elizabeth,Matthews,Saint Barthelemy,"Psychologist, educational",55,7,55669
Nina,Hines,Wallis and Futuna,Information systems manager,56,4,72692
Paul,Holland,United States Minor Outlying Islands,"Psychologist, occupational",41,14,76231
Brianna,Leach,Kazakhstan,Race relations officer,29,2,50787
Amber,Conner,Cayman Islands,Fitness centre manager,52,13,63273
Deborah,Deleon,Tokelau,"Accountant, chartered management",55,7,40549
Stephen,Gonzalez,India,"Lecturer, higher education",47,9,31212
Joseph,Wallace,Cook Islands,Podiatrist,39,4,32969
